,tdate,TPepi,TPhypo,TPlake
0,19850401,206.28571428571428,206.28571428571428,206.28571428571428
1,19850501,196.308827009443,206.28571428571428,201.29727064757864
2,19850601,0.0,249.49056792766146,124.74528396383073
3,19850701,41.305367626896384,249.35615368442683,145.3307606556616
4,19850801,7.3110659952609724,262.6614995133815,134.98628275432122
5,19850901,20.555488321395092,265.671885515054,143.11368691822454
6,19851001,0.0,272.8720570888975,136.43602854444876
7,19851101,92.51774947888234,272.6853543654924,182.60155192218735
8,19851201,146.45949609618873,328.1518341924548,237.30566514432178
9,19860101,185.00084925131685,185.00084925131685,185.00084925131685
10,19860201,184.55966387227676,184.55966387227676,184.55966387227676
11,19860301,155.32526345437114,184.55966387227676,169.94246366332396
12,19860401,146.60946526925497,146.60946526925497,146.60946526925497
13,19860501,160.91707160291466,146.60946526925497,153.76326843608481
14,19860601,0.0,187.90013656368117,93.95006828184059
15,19860701,48.98720893249063,181.63116634252034,115.30918763750549
16,19860801,0.0,196.89093926121873,98.44546963060937
17,19860901,39.917977439923426,196.77516764023795,118.34657254008069
18,19861001,27.11269809562515,210.46528609881716,118.78899209722115
19,19861101,40.47499755135301,221.71677858812575,131.09588806973937
20,19861201,76.53178556830889,240.12177614655826,158.32678085743356
21,19870101,141.2745888576859,141.2745888576859,141.2745888576859
22,19870201,125.55975076610753,141.2745888576859,133.4171698118967
23,19870301,0.0,168.77140464318316,84.38570232159158
24,19870401,14.17010198489618,168.68414018224206,91.42712108356912
25,19870501,28.739021572864843,173.41190258274008,101.07546207780246
26,19870601,26.42534703994144,183.35614784475044,104.89074744234594
27,19870701,53.50188110413078,181.2403159175235,117.37109851082714
28,19870801,30.015690701781782,198.25026601660608,114.13297835919393
29,19870901,12.241370123389922,208.89101466321185,110.56619239330088
30,19871001,34.606611988864856,213.84432943903167,124.22547071394825
31,19871101,56.322289716876284,227.37096281009204,141.84662626348415
32,19871201,83.96319970534381,252.61863458250502,168.29091714392442
33,19880101,149.02078716952738,149.02078716952738,149.02078716952738
34,19880201,146.4190149657953,146.4190149657953,146.4190149657953
35,19880301,144.6287708659881,144.6287708659881,144.6287708659881
36,19880401,149.43395522138792,149.43395522138792,149.43395522138792
37,19880501,137.44312232303562,149.43395522138792,143.43853877221176
38,19880601,0.0,185.99206013464826,92.99603006732413
39,19880701,39.685833166771175,185.8898270248037,112.78783009578744
40,19880801,0.0,198.62137950339522,99.31068975169761
41,19880901,17.009453676552752,198.50633198314395,107.75789282984834
42,19881001,29.08064930118019,204.9621760876703,117.02141269442524
43,19881101,49.63924977558533,216.21860660204794,132.92892818881663
44,19881201,91.72643907479629,241.7732139194753,166.74982649713579
45,19890101,141.2418605455493,141.2418605455493,141.2418605455493
46,19890201,138.63262584352444,138.63262584352444,138.63262584352444
47,19890301,136.47691290863287,136.47691290863287,136.47691290863287
48,19890401,120.85037853971266,136.47691290863287,128.66364572417277
49,19890501,22.385414584088178,171.92738615943517,97.15640037176168
50,19890601,0.0,169.6863089932233,84.84315449661165
51,19890701,12.47414482991232,169.5911921053304,91.03266846762136
52,19890801,1.753795243006717,169.03841900657565,85.39610712479119
53,19890901,33.13832917517295,169.5923647207414,101.36534694795716
54,19891001,31.006941097333982,181.7631353212696,106.3850382093018
55,19891101,45.683982533714776,194.76881367662222,120.2263981051685
56,19891201,70.6116145902613,218.10943853813296,144.36052656419713
57,19900101,118.89491592266583,118.89491592266583,118.89491592266583
58,19900201,116.51964520152748,116.51964520152748,116.51964520152748
59,19900301,115.61728594302848,115.61728594302848,115.61728594302848
60,19900401,103.37698532248342,115.61728594302848,109.49713563275594
61,19900501,0.0,141.39105408991642,70.69552704495821
62,19900601,33.17204775036665,141.31394223280256,87.24299499158461
63,19900701,0.0,151.7452520177981,75.87262600889905
64,19900801,41.894593810442586,151.65785048956138,96.77622215000198
65,19900901,0.0,165.49076020393008,82.74538010196504
66,19901001,25.426961935465336,165.39273922189346,95.4098505786794
67,19901101,43.954251394500965,176.32777816513365,110.14101477981731
68,19901201,80.23747701212562,198.56306065215813,139.40026883214188
69,19910101,115.67198991619114,115.67198991619114,115.67198991619114
70,19910201,115.05133753328488,115.05133753328488,115.05133753328488
71,19910301,113.01867948783364,113.01867948783364,113.01867948783364
72,19910401,111.18216867446134,111.18216867446134,111.18216867446134
73,19910501,97.75394455029426,111.18216867446134,104.46805661237781
74,19910601,0.0,137.98286405702171,68.99143202851086
75,19910701,50.338075052496634,137.9059530263558,94.12201403942622
76,19910801,0.0,153.72111238395223,76.86055619197612
77,19910901,9.67657238633934,153.63207245867196,81.65432242250564
78,19911001,5.909429470139626,157.34907670406642,81.62925308710302
79,19911101,38.0572574020175,160.27990992752243,99.16858366476995
80,19911201,61.15564559049628,177.75600838853228,119.45582698951428
81,19920101,107.76442345311325,107.76442345311325,107.76442345311325
82,19920201,88.36444986423876,107.76442345311325,98.06443665867602
83,19920301,86.6664312713422,86.6664312713422,86.6664312713422
84,19920401,86.85963084780388,86.85963084780388,86.85963084780388
85,19920501,81.66737726386783,86.85963084780388,84.26350405583585
86,19920601,0.0,109.85720670831468,54.92860335415734
87,19920701,8.318449549223107,109.79682217430558,59.05763586176434
88,19920801,22.149097563200502,109.29702176020037,65.72305966170043
89,19920901,0.0,117.17960045430982,58.58980022715491
90,19921001,22.37408737285053,117.11155966682168,69.74282351983611
91,19921101,48.04034588945203,127.28856268630621,87.66445428787912
92,19921201,56.43633997576327,148.7058858373064,102.57111290653484
93,19930101,93.3372759785136,93.3372759785136,93.3372759785136
94,19930201,91.46888908209321,91.46888908209321,91.46888908209321
95,19930301,89.46201226960092,89.46201226960092,89.46201226960092
96,19930401,82.1000705226907,89.46201226960092,85.78104139614581
97,19930501,0.0,110.65757863891406,55.32878931945703
98,19930601,19.521967645366537,110.59472668707949,65.05834716622302
99,19930701,1.977789072011979,117.87906578346028,59.928427427736125
100,19930801,50.65192555255564,118.46494580745724,84.55843568000644
101,19930901,2.0133964817156054,134.78352375506745,68.39846011839153
102,19931001,30.956926350476135,135.40678632333507,83.1818563369056
103,19931101,47.46584604284909,150.1426246487257,98.80423534578739
104,19931201,75.03691480364328,192.17062327977624,133.60376904170977
105,19940101,93.41946724690807,93.41946724690807,93.41946724690807
106,19940201,94.90350055205954,94.90350055205954,94.90350055205954
107,19940301,93.57283112095104,93.57283112095104,93.57283112095104
108,19940401,82.17809458828329,93.57283112095104,87.87546285461715
109,19940501,0.0,114.56669331438937,57.283346657194684
110,19940601,149.20669460493207,114.50208869998865,131.85439165246035
111,19940701,0.0,151.61798849500528,75.80899424750264
112,19940801,14.521596207973738,151.5318716051605,83.02673390656712
