,tdate,TPepi,TPhypo,TPlake
0,20020101,50.457142857142856,50.457142857142856,50.457142857142856
1,20020201,48.66805069742162,48.66805069742162,48.66805069742162
2,20020301,48.250099975653534,48.250099975653534,48.250099975653534
3,20020401,46.430249251819404,48.250099975653534,47.340174613736465
4,20020501,0.0,62.04870156583861,31.024350782919306
5,20020601,20.240755355651366,62.014158228275164,41.12745679196327
6,20020701,18.03493225986574,69.07692369124756,43.55592797555665
7,20020801,0.0,75.76012275957962,37.88006137978981
8,20020901,10.543089085813836,75.7162402013212,43.129664643567516
9,20021001,32.21501589356667,80.4413335843341,56.32817473895039
10,20021101,25.890352111399036,93.80381696287671,59.847084537137874
11,20021201,50.02695869220147,106.44288808331991,78.23492338776069
12,20030101,68.31663183484198,68.31663183484198,68.31663183484198
13,20030201,67.29063507293067,67.29063507293067,67.29063507293067
14,20030301,65.80510410374633,65.80510410374633,65.80510410374633
15,20030401,58.21682025622391,65.80510410374633,62.01096217998512
16,20030501,0.0,82.3606099787344,41.1803049893672
17,20030601,15.873279756862855,82.31317229562451,49.093226026243684
18,20030701,0.0,88.18196960812948,44.09098480406474
19,20030801,11.967591967617329,88.12905963359322,50.04832580060527
20,20030901,0.0,92.83071256612504,46.41535628306252
21,20031001,8.080601060733315,92.77353833582863,50.427069698280974
22,20031101,26.40729333928978,97.15217601682565,61.779734678057714
23,20031201,29.5469469441396,109.90458105097252,69.72576399755606
24,20040101,57.67347827852218,57.67347827852218,57.67347827852218
25,20040201,61.926906229534644,61.926906229534644,61.926906229534644
26,20040301,60.46097182872153,60.46097182872153,60.46097182872153
27,20040401,53.48499374042586,60.46097182872153,56.972982784573695
28,20040501,0.0,74.90616666639632,37.45308333319816
29,20040601,21.420007981184693,74.86302255905892,48.14151527012181
30,20040701,19.65248865439562,82.51028895102438,51.081388802709995
31,20040801,0.0,89.79703669262094,44.89851834631047
32,20040901,5.437886868593839,89.7450235285636,47.59145519857872
33,20041001,7.3676931921389865,92.32042623680195,49.84405971447047
34,20041101,15.781007953770883,96.05516976870314,55.91808886123701
35,20041201,28.275157372638166,104.77781091976973,66.52648414620396
36,20050101,57.46869177728703,57.46869177728703,57.46869177728703
37,20050201,55.622864710212255,55.622864710212255,55.622864710212255
