,tdate,TPepi,TPhypo,TPlake
113,19940901,14.908407722396495,139.00240359909424,76.95540566074537
114,19941001,22.263261870655892,145.46989047697213,83.86657617381401
115,19941101,36.05710244852274,154.08598787964073,95.07154516408173
116,19941201,38.842427411286224,165.4491752636126,102.14580133744941
117,19950101,102.08904168372992,102.08904168372992,102.08904168372992
118,19950201,105.00572640210767,105.00572640210767,105.00572640210767
119,19950301,104.92976735450199,104.92976735450199,104.92976735450199
120,19950401,104.22785363336173,104.22785363336173,104.22785363336173
121,19950501,95.17086319875668,104.22785363336173,99.6993584160592
122,19950601,7.736838471033019,120.88854528750173,64.31269187926738
123,19950701,29.33883531761791,125.56947326128412,77.45415428945101
124,19950801,0.0,130.29143284906104,65.14571642453052
125,19950901,30.720688053112124,133.60567846043048,82.1631832567713
126,19951001,20.387794152750487,142.36044992756717,81.37412204015882
127,19951101,17.537975669547397,150.16514194468803,83.85155880711771
128,19951201,54.155212237333565,159.5569780979631,106.85609516764833
129,19960101,110.77784071973866,110.77784071973866,110.77784071973866
130,19960201,110.10504101277417,110.10504101277417,110.10504101277417
131,19960301,108.04592755820781,108.04592755820781,108.04592755820781
132,19960401,105.76230668413146,105.76230668413146,105.76230668413146
133,19960501,89.9977142459553,105.76230668413146,97.88001046504337
134,19960601,0.0,121.27955023294359,60.639775116471796
135,19960701,17.212718050761108,124.31752371312226,70.76512088194168
136,19960801,0.0,126.89434436510788,63.44717218255394
137,19960901,14.051011298014053,130.09581301464524,72.07341215632965
138,19961001,22.854244098368383,136.5239598460775,79.68910197222294
139,19961101,29.757828653838004,145.25472989246038,87.50627927314919
140,19961201,60.43049003344069,158.58408461686497,109.50728732515283
141,19970101,94.80802803166677,94.80802803166677,94.80802803166677
142,19970201,92.5627656316055,92.5627656316055,92.5627656316055
143,19970301,90.83159272593012,90.83159272593012,90.83159272593012
144,19970401,77.3873813689813,90.83159272593012,84.1094870474557
145,19970501,11.283872122718106,105.17320471290348,58.228538417810796
146,19970601,0.0,107.25487022320382,53.62743511160191
147,19970701,1.5486858414565725,110.25841255814908,55.903549199802825
148,19970801,10.088824509110715,113.76729457776533,61.928059543438025
149,19970901,0.0,119.1402356704846,59.5701178352423
150,19971001,7.590501539447157,122.36974269426612,64.98012211685663
151,19971101,22.42809495311464,128.18534602790467,75.30672049050966
152,19971201,36.45748958618619,138.30521523162216,87.38135240890418
153,19980101,79.7574436934386,79.7574436934386,79.7574436934386
154,19980201,77.71340693163695,77.71340693163695,77.71340693163695
155,19980301,75.68229636775811,75.68229636775811,75.68229636775811
156,19980401,63.60813790257576,75.68229636775811,69.64521713516694
157,19980501,0.0,87.67662164636027,43.83831082318014
158,19980601,0.0,90.72958401698982,45.36479200849491
159,19980701,0.0,93.74220970419599,46.87110485209799
160,19980801,0.0,96.80714787085967,48.40357393542983
161,19980901,2.3154952101195136,100.0920612435921,51.2037782268558
162,19981001,20.309450123876047,104.23033156154818,62.269890842712115
163,19981101,30.95667533726149,112.68056240651758,71.81861887188954
164,19981201,70.19901726276292,136.44026460301893,103.31964093289093
165,19990101,80.35793929140827,80.35793929140827,80.35793929140827
166,19990201,79.8620719035752,79.8620719035752,79.8620719035752
167,19990301,96.6097631708912,96.6097631708912,96.6097631708912
168,19990401,96.99602057698495,96.99602057698495,96.99602057698495
169,19990501,86.7047787241571,96.99602057698495,91.85039965057102
170,19990601,93.30311296717942,111.83689247703742,102.57000272210843
171,19990701,2.873907943631161,127.41784957044624,65.1458787570387
172,19990801,0.0,131.0764698385465,65.53823491927325
173,19990901,20.855154022515734,134.10527093636176,77.48021247943875
174,19991001,23.526126891934148,141.16178014972385,82.343953520829
175,19991101,46.1925870215664,150.14146770670553,98.16702736413596
176,19991201,87.28350921466273,174.78752404353142,131.03551662909706
