Depth [m],Area [m2]
30.75,283943
30.76,283564
30.77,283171
30.78,282804.4
30.79,282410
30.8,282023
30.81,281616
30.82,281188
30.83,280766
30.84,280323
30.85,279880
30.86,279391
30.87,278915
30.88,278410
30.89,277880
30.9,277349
30.91,276778
30.92,276232
30.93,275662
30.94,275087
30.95,274531
30.96,274025
30.97,273492
30.98,272950
30.99,272434
31,271907
31.01,271380
31.02,270871
31.03,270303
31.04,269724
31.05,269127
31.06,268499
31.07,267866
31.08,267266
31.09,266598
31.1,265958
31.11,265264
31.12,264664
31.13,264073
31.14,263491
31.15,262883
31.16,262262
31.17,261599
31.18,260877
31.19,260156
31.2,259397
31.21,258619.2
31.22,257833
31.23,257058
31.24,256401
31.25,255833
31.26,255260
31.27,254724
31.28,254166
31.29,253667
31.3,253149
31.31,252670
31.32,252220
31.33,251744
31.34,251223
31.35,250728
31.36,250195
31.37,249652
31.38,249110
31.39,248572
31.4,248049
31.41,247461
31.42,247004
31.43,246570
31.44,246146
31.45,245689
31.46,245192
31.47,244709
31.48,244215
31.49,243760
31.5,243309
31.51,242875
31.52,242480
31.53,242042
31.54,241574
31.55,241073
31.56,240687
31.57,240258
31.58,239865
31.59,239461
31.6,239068
31.61,238685
31.62,238324
31.63,238010
31.64,237695
31.65,237407
31.66,237083
31.67,236759
31.68,236445
31.69,236163
31.7,235862
31.71,235580
31.72,235269
31.73,234948
31.74,234660
31.75,234341
31.76,234030
31.77,233705
31.78,233400
31.79,233066
31.8,232700
31.81,232382
31.82,232068
31.83,231760
31.84,231437
31.85,231117
31.86,230812
31.87,230503
31.88,230183
31.89,229825
31.9,229491
31.91,229185
31.92,228869
31.93,228571
31.94,228250
31.95,227929
31.96,227615
31.97,227341
31.98,227070
31.99,226749
32,226414
32.01,226122.8
32.02,225781
32.03,225486
32.04,225188
32.05,224902
32.06,224583
32.07,224287
32.08,224002
32.09,223723
32.1,223418
32.11,223091
32.12,222780
32.13,222473
32.14,222127
32.15,221819
32.16,221437
32.17,221086
32.18,220740
32.19,220420
32.2,220066
32.21,219758
32.22,219435
32.23,219156
32.24,218874
32.25,218618
32.26,218359
32.27,218081
32.28,217806
32.29,217511
32.3,217268
32.31,216997
32.32,216762
32.33,216466
32.34,216143
32.35,215889
32.36,215579
32.37,215309
32.38,214991
32.39,214708
32.4,214400
32.41,214116
32.42,213795
32.43,213479
32.44,213159
32.45,212851
32.46,212525
32.47,212185
32.48,211840
32.49,211493
32.5,211123
32.51,210760
32.52,210351
32.53,209942
32.54,209519
32.55,209051
32.56,208577
32.57,208114
32.58,207607
32.59,207092
32.6,206566
32.61,206057
32.62,205528
32.63,205030.9
32.64,204507
32.65,203923
32.66,203368
32.67,202796
32.68,202199
32.69,201584
32.7,200906
32.71,200252
32.72,199491
32.73,198737
32.74,197978
32.75,197105
32.76,196112
32.77,195067
32.78,194089
32.79,193083
32.8,192175
32.81,191249
32.82,190424
32.83,189646
32.84,188886
32.85,188124
32.86,187389
32.87,186722
32.88,186048
32.89,185368
32.9,184738
32.91,184091
32.92,183478
32.93,182907
32.94,182253
32.95,181644
32.96,181045
32.97,180429
32.98,179783
32.99,179182
33,178547
33.01,177904
33.02,177282
33.03,176698
33.04,176107
33.05,175528
33.06,174939
33.07,174283
33.08,173714
33.09,173109
33.1,172594
33.11,172087
33.12,171620
33.13,171148
33.14,170703
33.15,170197
33.16,169678
33.17,169055
33.18,168420
33.19,167791
33.2,167230
33.21,166631
33.22,166069
33.23,165531
33.24,164958
33.25,164391
33.26,163834
33.27,163279
33.28,162709
33.29,162185
33.3,161624
33.31,161121
33.32,160601
33.33,160126
33.34,159686
33.35,159220
33.36,158766
33.37,158318
33.38,157840
33.39,157369
33.4,156852
33.41,156374
33.42,155876
33.43,155382
33.44,154878
33.45,154370
33.46,153849
33.47,153336
33.48,152792
33.49,152238
33.5,151691
33.51,151145
33.52,150623
33.53,150144
33.54,149618
33.55,149108
33.56,148614
33.57,148156
33.58,147705
33.59,147325
33.6,146961
33.61,146573
33.62,146273
33.63,145957
33.64,145643
33.65,145316
33.66,144997
33.67,144686
33.68,144374
33.69,144035
33.7,143665
33.71,143310
33.72,142920
33.73,142571
33.74,142231
33.75,141906
33.76,141544
33.77,141159
33.78,140803
33.79,140474
33.8,140076
33.81,139659
33.82,139274
33.83,138851
33.84,138455
33.85,138018
33.86,137573
33.87,137155
33.88,136699
33.89,136202
33.9,135677
33.91,135167
33.92,134662
33.93,134198
33.94,133671
33.95,133144
33.96,132611
33.97,132096
33.98,131511
33.99,130952
34,130445
34.01,129922
34.02,129453
34.03,128960
34.04,128464
34.05,128024
34.06,127531
34.07,127028
34.08,126536
34.09,126010
34.1,125480
34.11,124890
34.12,124267
34.13,123556
34.14,122858
34.15,122074
34.16,121297
34.17,120495
34.18,119715
34.19,119010
34.2,118294
34.21,117593
34.22,116875
34.23,116169
34.24,115389
34.25,114693
34.26,114012
34.27,113245
34.28,112234
34.29,111046
34.3,109708
34.31,108392
34.32,107266
34.33,106276
34.34,105420
34.35,104552
34.36,103716
34.37,102990
34.38,102410
34.39,101775
34.4,101175
34.41,100568
34.42,99985
34.43,99400
34.44,98877
34.45,98414
34.46,97973
34.47,97475
34.48,97009
34.49,96555
34.5,96094
34.51,95605
34.52,95087
34.53,94600
34.54,94132
34.55,93633
34.56,93182
34.57,92778
34.58,92395
34.59,92026.3
34.6,91695
34.61,91390
34.62,91041
34.63,90697
34.64,90409
34.65,90080
34.66,89742
34.67,89380
34.68,89056
34.69,88702
34.7,88368
34.71,88020
34.72,87697
34.73,87333
34.74,86957
34.75,86550
34.76,86127
34.77,85659
34.78,85144
34.79,84711
34.8,84269
34.81,83835
34.82,83388
34.83,82953
34.84,82470
34.85,81979
34.86,81510.00001
34.87,81036
34.88,80528.5
34.89,80013
34.9,79521
34.91,78989
34.92,78462
34.93,77944
34.94,77352
34.95,76726
34.96,76077
34.97,75398
34.98,74719
34.99,74049
35,73323
35.01,72572
35.02,71808
35.03,70893
35.04,70004
35.05,69083
35.06,68227
35.07,67419
35.08,66524
35.09,65653
35.1,64716
35.11,63791
35.12,62882
35.13,61910
35.14,60875
35.15,59806
35.16,58719
35.17,57661
35.18,56736
35.19,55936
35.2,55301
35.21,54696
35.22,54097
35.23,53538
35.24,52962
35.25,52407
35.26,51823
35.27,51319
35.28,50823
35.29,50350
35.3,49830
35.31,49311
35.32,48812
35.33,48339
35.34,47836
35.35,47322
35.36,46816
35.37,46303
35.38,45848
35.39,45366
35.4,44881
35.41,44342
35.42,43732
35.43,43032
35.44,42194
35.45,41416
35.46,40621
35.47,39840
35.48,39108
35.49,38493
35.5,37860
35.51,37285
35.52,36730
35.53,36142
35.54,35560
35.55,34991
35.56,34417
35.57,33891
35.58,33376
35.59,32902
35.6,32415
35.61,31976
35.62,31463
35.63,30939
35.64,30363
35.65,29813
35.66,29266
35.67,28630
35.68,27971
35.69,27326
35.7,26668
35.71,25957
35.72,25271
35.73,24620
35.74,23885
35.75,23212
35.76,22534
35.77,21916
35.78,21454
35.79,21050
35.8,20683
35.81,20340
35.82,20056
35.83,19768
35.84,19502
35.85,19225
35.86,18920
35.87,18600
35.88,18282
35.89,17968
35.9,17618
35.91,17298
35.92,16966
35.93,16607
35.94,16253
35.95,15921
35.96,15615
35.97,15283
35.98,14970
35.99,7000
36,0
