Depth [m],Area [m2]
14.34,2214997.6
14.35,2213464.5
14.36,2211945.7
14.37,2210436
14.38,2208990.1
14.39,2207486
14.4,2206017.1
14.41,2204550.7
14.42,2203086.3
14.43,2201552.1
14.44,2200010.4
14.45,2198456.3
14.46,2196873.7
14.47,2195184.2
14.48,2193561.8
14.49,2191864.2
14.5,2190227.8
14.51,2188619.3
14.52,2187104.3
14.53,2185605
14.54,2184042.6
14.55,2182555.6
14.56,2180931.2
14.57,2179326.8
14.58,2177763.7
14.59,2176186.1
14.6,2174710.4
14.61,2173242
14.62,2171737.2
14.63,2170333.4
14.64,2168889.6
14.65,2167568.6
14.66,2166229.9
14.67,2164953.4
14.68,2163682.2
14.69,2162421.5
14.7,2161190.5
14.71,2159981.5
14.72,2158731.7
14.73,2157491.2
14.74,2156226.8
14.75,2154967.1
14.76,2153664.2
14.77,2152286.1
14.78,2150940.3
14.79,2149640.5
14.8,2148333.5
14.81,2146972
14.82,2145635.1
14.83,2144225
14.84,2142868
14.85,2141535.7
14.86,2140143.8
14.87,2138758.1
14.88,2137388.6
14.89,2135986.3
14.9,2134648
14.91,2133202.9
14.92,2131800.5
14.93,2130413.5
14.94,2129119.4
14.95,2127951.1
14.96,2126761.6
14.97,2125550.5
14.98,2124368.6
14.99,2123186.4
15,2121951.6
15.01,2120725.8
15.02,2119548.3
15.03,2118316.8
15.04,2117047.9
15.05,2115789.9
15.06,2114539.2
15.07,2113342.8
15.08,2112123.3
15.09,2110896.3
15.1,2109638.9
15.11,2108379.5
15.12,2107113.3
15.13,2105840.2
15.14,2104540.2
15.15,2103253.7
15.16,2101781.2
15.17,2100389.2
15.18,2099110
15.19,2097781.6
15.2,2096541.9
15.21,2095252
15.22,2093974.1
15.23,2092681.1
15.24,2091429.4
15.25,2090062.5
15.26,2088634.5
15.27,2087291.8
15.28,2085939.3
15.29,2084492.8
15.3,2083101.8
15.31,2081774.4
15.32,2080439.4
15.33,2079150.3
15.34,2077874.1
15.35,2076555.6
15.36,2075264
15.37,2074006.6
15.38,2072714.5
15.39,2071481.5
15.4,2070215.2
15.41,2068945.1
15.42,2067718.6
15.43,2066503.8
15.44,2065268.6
15.45,2064016.8
15.46,2062743.9
15.47,2061501.5
15.48,2060347.899
15.49,2059106.1
15.5,2057829.9
15.51,2056555.9
15.52,2055289
15.53,2053951
15.54,2052650.5
15.55,2051260.199
15.56,2049844.5
15.57,2048293.6
15.58,2046666.6
15.59,2045090.6
15.6,2043607.1
15.61,2041967.9
15.62,2040358.8
15.63,2038758.8
15.64,2037265.5
15.65,2035856
15.66,2034542.7
15.67,2033327.1
15.68,2032189
15.69,2030987.6
15.7,2029786.6
15.71,2028658.5
15.72,2027591.9
15.73,2026496.9
15.74,2025447.4
15.75,2024420
15.76,2023389.5
15.77,2022335.8
15.78,2021321.5
15.79,2020282.8
15.8,2019271.1
15.81,2018292.2
15.82,2017223.5
15.83,2016215.9
15.84,2015093.2
15.85,2014048.8
15.86,2012932.5
15.87,2011776.4
15.88,2010447.5
15.89,2009034.9
15.9,2007630.5
15.91,2006213.5
15.92,2004747.7
15.93,2003273.6
15.94,2002001.8
15.95,2000796
15.96,1999680.1
15.97,1998595.9
15.98,1997353.8
15.99,1996157
16,1995026.5
16.01,1993911.6
16.02,1992839.2
16.03,1991760
16.04,1990714.9
16.05,1989657.1
16.06,1988633.6
16.07,1987595.1
16.08,1986544.1
16.09,1985494.7
16.1,1984419.3
16.11,1983332.5
16.12,1982219.8
16.13,1981132.2
16.14,1980029.2
16.15,1978918.6
16.16,1977827.5
16.17,1976774.9
16.18,1975578.1
16.19,1974378.9
16.2,1973204.2
16.21,1972075.5
16.22,1970893.7
16.23,1969703
16.24,1968512.2
16.25,1967351.6
16.26,1966169
16.27,1965049.8
16.28,1963894
16.29,1962772.5
16.3,1961594.3
16.31,1960432.1
16.32,1959248.1
16.33,1958055.2
16.34,1956832.2
16.35,1955653.6
16.36,1954451.6
16.37,1953243
16.38,1952014.5
16.39,1950764
16.4,1949540.6
16.41,1948249.4
16.42,1946900
16.43,1945598
16.44,1944296.2
16.45,1942989.8
16.46,1941719
16.47,1940458.8
16.48,1939273.8
16.49,1938069.5
16.5,1936817.8
16.51,1935564.9
16.52,1934273.4
16.53,1932987
16.54,1931676.5
16.55,1930359.3
16.56,1929027.3
16.57,1927754.5
16.58,1926591.5
16.59,1925411
16.6,1924208.1
16.61,1923025.7
16.62,1921893
16.63,1920722.5
16.64,1919498.1
16.65,1918304.2
16.66,1917150
16.67,1916003
16.68,1914828
16.69,1913677.7
16.7,1912511.1
16.71,1911361.6
16.72,1910204.4
16.73,1909121.5
16.74,1908022.7
16.75,1906863.2
16.76,1905687.8
16.77,1904591.8
16.78,1903432.5
16.79,1902297.1
16.8,1901125.5
16.81,1899968.6
16.82,1898805.3
16.83,1897686.1
16.84,1896556
16.85,1895423.5
16.86,1894242.3
16.87,1893123.5
16.88,1891958
16.89,1890820.9
16.9,1889651.5
16.91,1888528.5
16.92,1887460
16.93,1886319
16.94,1885201.9
16.95,1884069.8
16.96,1882863
16.97,1881681.8
16.98,1880516
16.99,1879287.4
17,1878038.2
17.01,1876811.2
17.02,1875616.7
17.03,1874435.2
17.04,1873281.1
17.05,1872171.7
17.06,1871016.8
17.07,1869885.5
17.08,1868734.3
17.09,1867553.8
17.1,1866428.8
17.11,1865289.3
17.12,1864181.7
17.13,1863026.9
17.14,1861830.5
17.15,1860646
17.16,1859433.5
17.17,1858212.5
17.18,1857006.7
17.19,1855824.1
17.2,1854585
17.21,1853356.2
17.22,1852094.8
17.23,1850832.8
17.24,1849547.8
17.25,1848182.5
17.26,1846841.8
17.27,1845512.1
17.28,1844145.5
17.29,1842713.7
17.3,1841290.7
17.31,1839838.6
17.32,1838365.8
17.33,1836772.1
17.34,1835141.8
17.35,1833580.6
17.36,1832000.2
17.37,1830427
17.38,1828844.6
17.39,1827182.8
17.4,1825556.3
17.41,1823870
17.42,1822183.6
17.43,1820431.5
17.44,1818604.3
17.45,1816820.3
17.46,1815033.7
17.47,1813251.5
17.48,1811446.7
17.49,1809715.6
17.5,1807965.7
17.51,1806202.9
17.52,1804468.5
17.53,1802819.5
17.54,1801163.2
17.55,1799513.4
17.56,1797859.8
17.57,1796272.8
17.58,1794577.3
17.59,1792919.7
17.6,1791263.8
17.61,1789495.5
17.62,1787701
17.63,1785957.2
17.64,1784193
17.65,1782339.9
17.66,1780515.6
17.67,1778544.5
17.68,1776563.3
17.69,1774606.4
17.7,1772714.1
17.71,1770890.5
17.72,1769225.2
17.73,1767464.8
17.74,1765752.3
17.75,1764125.7
17.76,1762526.7
17.77,1760908.8
17.78,1759347.4
17.79,1757794.6
17.8,1756219.9
17.81,1754783.5
17.82,1753403.8
17.83,1752063.5
17.84,1750684.9
17.85,1749310.2
17.86,1747947.6
17.87,1746638.7
17.88,1745321.5
17.89,1744054.5
17.9,1742710.2
17.91,1741372.4
17.92,1739951.3
17.93,1738607.4
17.94,1737245.7
17.95,1735824.8
17.96,1734475
17.97,1733108.2
17.98,1731735.7
17.99,1730381.5
18,1729021.7
18.01,1727656.5
18.02,1726342
18.03,1725007
18.04,1723715.5
18.05,1722384.4
18.06,1721077.9
18.07,1719738.6
18.08,1718469.5
18.09,1717163.4
18.1,1715841.6
18.11,1714588.7
18.12,1713268.1
18.13,1711923.4
18.14,1710565.6
18.15,1709154.6
18.16,1707769.1
18.17,1706404
18.18,1705025.2
18.19,1703612.2
18.2,1702263.8
18.21,1700947.2
18.22,1699576
18.23,1698231.6
18.24,1696806.3
18.25,1695467.7
18.26,1694142.2
18.27,1692818.3
18.28,1691513.3
18.29,1690294.6
18.3,1689053.9
18.31,1687832.2
18.32,1686613.9
18.33,1685362.4
18.34,1684089.1
18.35,1682823.1
18.36,1681573.5
18.37,1680351
18.38,1679163.1
18.39,1677917
18.4,1676671.8
18.41,1675432.9
18.42,1674227
18.43,1673036.5
18.44,1671819
18.45,1670540.8
18.46,1669250
18.47,1667941.5
18.48,1666642.6
18.49,1665362
18.5,1664017.5
18.51,1662638
18.52,1661262.7
18.53,1659855.5
18.54,1658506.7
18.55,1657071.8
18.56,1655659.5
18.57,1654220
18.58,1652685.6
18.59,1650962
18.6,1649252.5
18.61,1647509.5
18.62,1645832
18.63,1644225
18.64,1642617.3
18.65,1641135.2
18.66,1639671.1
18.67,1638207.4
18.68,1636694.6
18.69,1635170.5
18.7,1633550.9
18.71,1631894.2
18.72,1630177
18.73,1628405.1
18.74,1626556
18.75,1624393
18.76,1622456.1
18.77,1620511.5
18.78,1618526.8
18.79,1616435.8
18.8,1614228.7
18.81,1612192.4
18.82,1610310.5
18.83,1608304.7
18.84,1606324.4
18.85,1604441.2
18.86,1602615.1
18.87,1600753.3
18.88,1598813.7
18.89,1596976
18.9,1595161.1
18.91,1593560.2
18.92,1591901
18.93,1590098.4
18.94,1588182.2
18.95,1586413.6
18.96,1584703
18.97,1583014.2
18.98,1581318
18.99,1579638.2
19,1578031.7
19.01,1576406.9
19.02,1574844.8
19.03,1573191
19.04,1571573.2
19.05,1569929.8
19.06,1568269.1
19.07,1566597.2
19.08,1564992.7
19.09,1563427
19.1,1561824.1
19.11,1560208.1
19.12,1558606.5
19.13,1557018.9
19.14,1555484.8
19.15,1553972
19.16,1552479.9
19.17,1550957.5
19.18,1549437
19.19,1547917.8
19.2,1546412
19.21,1544836.3
19.22,1543313.5
19.23,1541792.1
19.24,1540163.3
19.25,1538520.8
19.26,1536701.3
19.27,1534835
19.28,1532774.9
19.29,1530619.7
19.3,1528277
19.31,1525989.7
19.32,1523537.8
19.33,1521268.5
19.34,1519136.4
19.35,1517096.4
19.36,1515007.2
19.37,1513050.7
19.38,1511094.9
19.39,1509108.4
19.4,1507244
19.41,1505354.3
19.42,1503510.5
19.43,1501634.5
19.44,1499664.5
19.45,1497833
19.46,1496027
19.47,1494258.3
19.48,1492637.8
19.49,1490976.5
19.5,1489226.7
19.51,1487311.3
19.52,1485461
19.53,1483704.5
19.54,1482027.7
19.55,1480428.2
19.56,1478891.3
19.57,1477331.2
19.58,1475777.1
19.59,1474233.6
19.6,1472599.9
19.61,1471103.5
19.62,1469583
19.63,1468095.7
19.64,1466650.3
19.65,1465271.5
19.66,1463788.5
19.67,1462335
19.68,1460911
19.69,1459570.6
19.7,1458196
19.71,1456848.6
19.72,1455506.6
19.73,1454150
19.74,1452764
19.75,1451490
19.76,1450292.1
19.77,1449125.3
19.78,1447843.5
19.79,1446594.8
19.8,1445418.2
19.81,1444219
19.82,1442985.1
19.83,1441815.5
19.84,1440643
19.85,1439482
19.86,1438336
19.87,1437132.5
19.88,1435978
19.89,1434836.5
19.9,1433707
19.91,1432551
19.92,1431444.5
19.93,1430359.5
19.94,1429195
19.95,1428070.5
19.96,1426935
19.97,1425860
19.98,1424739.2
19.99,1423633
20,1422484
20.01,1421390
20.02,1420170.5
20.03,1419090.5
20.04,1418012.1
20.05,1416934.5
20.06,1415832.5
20.07,1414817.5
20.08,1413822
20.09,1412779
20.1,1411742
20.11,1410723.5
20.12,1409725.5
20.13,1408672.5
20.14,1407643.5
20.15,1406615
20.16,1405649
20.17,1404581.3
20.18,1403499
20.19,1402446.5
20.2,1401380
20.21,1400302.2
20.22,1399222.5
20.23,1398209
20.24,1397140
20.25,1396079.5
20.26,1395037.5
20.27,1394020.5
20.28,1393003.5
20.29,1391988
20.3,1391017.5
20.31,1390017
20.32,1389000.5
20.33,1388034
20.34,1387031
20.35,1385961.1
20.36,1384950.5
20.37,1383919.1
20.38,1382820.5
20.39,1381784.5
20.4,1380746.5
20.41,1379734.6
20.42,1378650.5
20.43,1377616
20.44,1376502.5
20.45,1375428
20.46,1374346
20.47,1373224.5
20.48,1372108
20.49,1370966
20.5,1369761.5
20.51,1368521.5
20.52,1367302.5
20.53,1366027
20.54,1364760
20.55,1363413
20.56,1362036.5
20.57,1360572.2
20.58,1358978
20.59,1357344.5
20.6,1355745.5
20.61,1354133.1
20.62,1352594
20.63,1351147.5
20.64,1349726.5
20.65,1348068
20.66,1346592
20.67,1345132.7
20.68,1343792
20.69,1342386.2
20.7,1341099
20.71,1339803.1
20.72,1338451
20.73,1337198.2
20.74,1335917
20.75,1334652
20.76,1333393.2
20.77,1332120.8
20.78,1330757.1
20.79,1329461.5
20.8,1328165
20.81,1326873.5
20.82,1325599.5
20.83,1324274.5
20.84,1322897.5
20.85,1321515
20.86,1320195.5
20.87,1318805.5
20.88,1317363
20.89,1315884
20.9,1314426.9
20.91,1313034.7
20.92,1311525.5
20.93,1310145
20.94,1308816
20.95,1307502.1
20.96,1306175
20.97,1304887.4
20.98,1303659
20.99,1302490.5
21,1301329.5
21.01,1300201.5
21.02,1299025
21.03,1297889
21.04,1296794
21.05,1295720
21.06,1294630.5
21.07,1293536
21.08,1292461
21.09,1291292
21.1,1290185
21.11,1289100.5
21.12,1288028.6
21.13,1286937.5
21.14,1285905.5
21.15,1284804.5
21.16,1283725.5
21.17,1282611.5
21.18,1281441
21.19,1280268.2
21.2,1279060
21.21,1277775
21.22,1276523
21.23,1275190.5
21.24,1273797.4
21.25,1272241
21.26,1270600
21.27,1268960.2
21.28,1267363
21.29,1265806.1
21.3,1264185.7
21.31,1262402.3
21.32,1260564
21.33,1258876
21.34,1257166
21.35,1255499.7
21.36,1253864.7
21.37,1252375
21.38,1250968
21.39,1249567
21.4,1248276
21.41,1246908
21.42,1245630
21.43,1244323
21.44,1243027
21.45,1241816
21.46,1240651.2
21.47,1239408
21.48,1238193
21.49,1237045.1
21.5,1235822.3
21.51,1234651.6
21.52,1233469
21.53,1232289
21.54,1231119.2
21.55,1229983.9
21.56,1228838
21.57,1227687
21.58,1226511.6
21.59,1225315
21.6,1224212
21.61,1223084
21.62,1221975
21.63,1220812
21.64,1219630
21.65,1218471.2
21.66,1217335
21.67,1216166
21.68,1214974.7
21.69,1213770
21.7,1212662.1
21.71,1211485
21.72,1210439.6
21.73,1209414
21.74,1208439.9
21.75,1207470.6
21.76,1206469
21.77,1205367
21.78,1204350.2
21.79,1203374.4
21.8,1202470
21.81,1201383
21.82,1200357
21.83,1199180.6
21.84,1198137.7
21.85,1197136
21.86,1196178
21.87,1195156
21.88,1194150
21.89,1193141
21.9,1192141
21.91,1191050.6
21.92,1189946
21.93,1188801.9
21.94,1187656.7
21.95,1186449.4
21.96,1185196
21.97,1183993
21.98,1182657
21.99,1181369
22,1180189
22.01,1178916.1
22.02,1177647.7
22.03,1176357
22.04,1175070.5
22.05,1173783
22.06,1172509
22.07,1171352.4
22.08,1170197
22.09,1169034
22.1,1167941.3
22.11,1166866.1
22.12,1165693.1
22.13,1164527
22.14,1163346.2
22.15,1162188
22.16,1161042
22.17,1159856
22.18,1158597.4
22.19,1157363.1
22.2,1156126.1
22.21,1154815
22.22,1153436.6
22.23,1152064
22.24,1150671.3
22.25,1149195.8
22.26,1147750
22.27,1146283
22.28,1144900.8
22.29,1143520.8
22.3,1142086
22.31,1140533.1
22.32,1139006.6
22.33,1137546
22.34,1136077
22.35,1134752
22.36,1133506.1
22.37,1132258.5
22.38,1131034
22.39,1129724
22.4,1128373
22.41,1127079
22.42,1125839.8
22.43,1124523
22.44,1123149
22.45,1121739
22.46,1120282
22.47,1118839
22.48,1117290
22.49,1115747.3
22.5,1114229
22.51,1112818.1
22.52,1111422
22.53,1110050
22.54,1108655
22.55,1107356.2
22.56,1105966.5
22.57,1104549.6
22.58,1103112
22.59,1101588.9
22.6,1100035.7
22.61,1098480.5
22.62,1096949
22.63,1095552.3
22.64,1094284
22.65,1092988.5
22.66,1091754.6
22.67,1090480
22.68,1089241
22.69,1087933
22.7,1086714
22.71,1085476.1
22.72,1084233.3
22.73,1082972
22.74,1081708.3
22.75,1080461.7
22.76,1079155
22.77,1077759.7
22.78,1076386.9
22.79,1074948.5
22.8,1073469
22.81,1071916.5
22.82,1070361.7
22.83,1068843
22.84,1067315.9
22.85,1065806.7
22.86,1064325
22.87,1062924.6
22.88,1061421
22.89,1059969
22.9,1058582
22.91,1057191
22.92,1055853
22.93,1054457
22.94,1053032
22.95,1051558
22.96,1050046
22.97,1048562
22.98,1047051.8
22.99,1045463.2
23,1043667.6
23.01,1041963
23.02,1040362
23.03,1038784.9
23.04,1037393
23.05,1035946.1
23.06,1034521
23.07,1032965
23.08,1031383.4
23.09,1029694.7
23.1,1028161
23.11,1026598.9
23.12,1025149
23.13,1023775.1
23.14,1022472.1
23.15,1021195.9
23.16,1019964.6
23.17,1018708.7
23.18,1017463
23.19,1016321.4
23.2,1015173
23.21,1013990
23.22,1012833.5
23.23,1011607.1
23.24,1010420
23.25,1009156.6
23.26,1007910.2
23.27,1006657.5
23.28,1005478
23.29,1004205.2
23.3,1002980.6
23.31,1001776.1
23.32,1000494.4
23.33,999320
23.34,998076
23.35,996814
23.36,995564
23.37,994313
23.38,993061
23.39,991757
23.4,990420
23.41,989147
23.42,987802
23.43,986535
23.44,985171
23.45,983766
23.46,982270
23.47,980816
23.48,979416.7
23.49,977970.1
23.5,976480.8
23.51,975016
23.52,973488
23.53,971882
23.54,970331
23.55,968783.6
23.56,967127.9
23.57,965440.8
23.58,963720.7
23.59,961956
23.6,960302.3
23.61,958615
23.62,956969.7
23.63,955272.6
23.64,953728.2
23.65,952124.9
23.66,950398.2
23.67,948771.9
23.68,947258
23.69,945676.9
23.7,944174
23.71,942599.5
23.72,940927.2
23.73,939336.8
23.74,937723.4
23.75,936025.2
23.76,934398.4
23.77,932807.4
23.78,931152.5
23.79,929520.7
23.8,927789.9
23.81,926026.2
23.82,924206.6
23.83,922391.2
23.84,920556.5
23.85,918755.2
23.86,916990.2
23.87,915111.0001
23.88,913294.7
23.89,911426.8
23.9,909636.8
23.91,907638
23.92,905759.8
23.93,904020.5
23.94,902320.2
23.95,900616.2
23.96,898841.9
23.97,897180.3
23.98,895530.2
23.99,893753.7
24,892196
24.01,890779.3
24.02,889259.7
24.03,887741.8
24.04,886317.8
24.05,884889.4
24.06,883475.1
24.07,882089
24.08,880725.3
24.09,879386.2
24.1,878091.6
24.11,876751.8
24.12,875302
24.13,873814
24.14,872337.1
24.15,870860
24.16,869367
24.17,867896.1
24.18,866314.5
24.19,864763
24.2,863213.2
24.21,861632.9
24.22,860094.6
24.23,858648.7
24.24,857222
24.25,855869.8
24.26,854528.2
24.27,853256.5
24.28,851972
24.29,850755
24.3,849470.8
24.31,848186.4
24.32,846907.7
24.33,845748
24.34,844654
24.35,843505.8
24.36,842282.2
24.37,841022.4
24.38,839760
24.39,838558.8
24.4,837511
24.41,836433.3
24.42,835378.2
24.43,834356
24.44,833268.7
24.45,832248.8
24.46,831236
24.47,830218.3
24.48,829288
24.49,828324
24.5,827433.7
24.51,826500
24.52,825550
24.53,824599
24.54,823665.6
24.55,822779.3
24.56,821825
24.57,820918
24.58,820039.4
24.59,819147
24.6,818209.8
24.61,817231.8
24.62,816186
24.63,815224
24.64,814228
24.65,813172
24.66,811972.4
24.67,810786.2
24.68,809634.5
24.69,808664.6
24.7,807717
24.71,806738
24.72,805822
24.73,804881.3
24.74,803888.5
24.75,802930.5
24.76,802005.9
24.77,801049.4
24.78,800112
24.79,799179
24.8,798111.8
24.81,797051.6
24.82,796044.9
24.83,795050.7
24.84,793989.1
24.85,793007.7
24.86,792008.3
24.87,791042.5
24.88,790040.2
24.89,789053
24.9,788126
24.91,787233.8
24.92,786359
24.93,785491
24.94,784570
24.95,783662
24.96,782778
24.97,781909.2001
24.98,780967
24.99,780081
25,779158
25.01,778234
25.02,777261.8
25.03,776327
25.04,775388
25.05,774370
25.06,773391
25.07,772353
25.08,771236
25.09,770025
25.1,768796.9
25.11,767609.1
25.12,766523
25.13,765414.9
25.14,764282
25.15,763073
25.16,761893
25.17,760736
25.18,759484
25.19,758143
25.2,756918
25.21,755695
25.22,754521
25.23,753372
25.24,752295
25.25,751294
25.26,750334
25.27,749313
25.28,748247
25.29,747174
25.3,746112
25.31,745147
25.32,744215
25.33,743284
25.34,742331
25.35,741320
25.36,740323
25.37,739227.2
25.38,738140
25.39,737088
25.4,736047
25.41,735061
25.42,734022
25.43,732998
25.44,731929
25.45,730964
25.46,729945
25.47,728986
25.48,727976
25.49,727009.3
25.5,725921
25.51,724700
25.52,723542.1
25.53,722342
25.54,721112.1
25.55,719839.2
25.56,718575
25.57,717305
25.58,715918
25.59,714534
25.6,713113
25.61,711727
25.62,710344
25.63,708949.9
25.64,707504
25.65,706063
25.66,704633
25.67,703083
25.68,701561.6
25.69,699906
25.7,698014.7
25.71,696266.8
25.72,694516.6998
25.73,692809.6
25.74,691047
25.75,689207
25.76,687500
25.77,685932.7
25.78,684485
25.79,683013.8999
25.8,681616
25.81,680243
25.82,678878.8
25.83,677511
25.84,676068.9
25.85,674644.2
25.86,673242.3
25.87,671906
25.88,670481
25.89,669076
25.9,667712.7
25.91,666186
25.92,664691
25.93,663165
25.94,661672
25.95,660266.6
25.96,658817
25.97,657350
25.98,655912
25.99,654377
26,652855
26.01,651273
26.02,649693
26.03,647976
26.04,646150
26.05,644319
26.06,642619
26.07,641026.0001
26.08,639306
26.09,637468.5
26.1,635555.9
26.11,633667
26.12,631853
26.13,630011
26.14,628196
26.15,626680
26.16,625074
26.17,623636
26.18,622215
26.19,620923
26.2,619686
26.21,618423.3
26.22,617200
26.23,616020
26.24,614946
26.25,613934
26.26,612910
26.27,612044
26.28,611127.8
26.29,610185
26.3,609317
26.31,608393
26.32,607468
26.33,606609
26.34,605849
26.35,604988
26.36,604146
26.37,603399
26.38,602539
26.39,601636
26.4,600783
26.41,599848
26.42,598979.8
26.43,598155
26.44,597355
26.45,596588.6
26.46,595827
26.47,595054
26.48,594281
26.49,593544
26.5,592749
26.51,591898
26.52,590971
26.53,590032
26.54,589092
26.55,588184
26.56,587308
26.57,586372
26.58,585439
26.59,584520
26.6,583701
26.61,582947
26.62,582167
26.63,581483
26.64,580737
26.65,580033
26.66,579328.7
26.67,578594
26.68,577903
26.69,577171
26.7,576477
26.71,575817
26.72,575251
26.73,574696
26.74,574144.8
26.75,573632
26.76,573142
26.77,572629
26.78,572136
26.79,571641
26.8,571157
26.81,570722
26.82,570279.4
26.83,569847
26.84,569386
26.85,568946.7
26.86,568513
26.87,568053
26.88,567559
26.89,567066
26.9,566574.6
26.91,566110.4
26.92,565684
26.93,565263
26.94,564782
26.95,564328
26.96,563866
26.97,563405
26.98,562918
26.99,562461
27,561969.9
27.01,561447
27.02,560905
27.03,560360
27.04,559749.1
27.05,559033
27.06,558366
27.07,557732
27.08,557105
27.09,556510
27.1,555923
27.11,555354
27.12,554740
27.13,554107
27.14,553437
27.15,552790
27.16,552154
27.17,551463
27.18,550830
27.19,550170
27.2,549541
27.21,548878
27.22,548222
27.23,547564
27.24,546948
27.25,546344
27.26,545715
27.27,545076.8
27.28,544365
27.29,543707
27.3,543007
27.31,542305
27.32,541590
27.33,540880
27.34,540218.1
27.35,539536
27.36,538821
27.37,538126.7
27.38,537438
27.39,536731
27.4,535983
27.41,535230
27.42,534456
27.43,533607
27.44,532689
27.45,531665.8
27.46,530485
27.47,529290.5
27.48,528139
27.49,527068.6
27.5,526059
27.51,524962
27.52,523770
27.53,522676
27.54,521683
27.55,520723.7
27.56,519825
27.57,518858
27.58,517958
27.59,516980
27.6,515989
27.61,515031
27.62,514058
27.63,513044
27.64,512083
27.65,511160
27.66,510325
27.67,509499
27.68,508675
27.69,507755
27.7,506815.4
27.71,505942
27.72,505020
27.73,503998.3
27.74,502991
27.75,502134
27.76,501301
27.77,500416
27.78,499410
27.79,498243
27.8,497006
27.81,495781
27.82,494877
27.83,493991
27.84,493106
27.85,492188
27.86,491191.6
27.87,490185.5
27.88,489201
27.89,488255
27.9,487303.5
27.91,486395
27.92,485516
27.93,484579
27.94,483597
27.95,482518
27.96,481401
27.97,480314
27.98,479160.1
27.99,477934
28,476745
28.01,475598
28.02,474485
28.03,473334.1
28.04,472323
28.05,471373
28.06,470209
28.07,468962
28.08,467606
28.09,466310
28.1,465222
28.11,464263
28.12,463315
28.13,462462
28.14,461511
28.15,460546
28.16,459481
28.17,458422
28.18,457494
28.19,456608
28.2,455787
28.21,454945
28.22,454068
28.23,453214
28.24,452299
28.25,451308
28.26,450236
28.27,449275.0001
28.28,448268
28.29,447229
28.3,446184
28.31,445132
28.32,444049
28.33,443060
28.34,442026
28.35,440998
28.36,439857
28.37,438675
28.38,437450
28.39,436054
28.4,434792
28.41,433490
28.42,432376
28.43,431366
28.44,430266
28.45,429269
28.46,428323.4
28.47,427457
28.48,426644
28.49,425817
28.5,424969
28.51,424135
28.52,423407
28.53,422607
28.54,421754
28.55,420797
28.56,419947
28.57,419194
28.58,418440.7
28.59,417695
28.6,417002
28.61,416258.7
28.62,415525
28.63,414783
28.64,414073
28.65,413303
28.66,412495.3
28.67,411663
28.68,410827
28.69,409969
28.7,409155
28.71,408318
28.72,407503
28.73,406689.7
28.74,405913
28.75,405205
28.76,404500.6
28.77,403775
28.78,403108
28.79,402455
28.8,401641
28.81,400787
28.82,399913.9
28.83,399025
28.84,398127
28.85,397198
28.86,396296
28.87,395396
28.88,394640.7
28.89,393926
28.9,393178.6
28.91,392495
28.92,391781
28.93,391088
28.94,390361
28.95,389672.7
28.96,388966
28.97,388266
28.98,387582.6
28.99,386841
29,386071
29.01,385323
29.02,384525
29.03,383751
29.04,382941
29.05,382186
29.06,381334
29.07,380505
29.08,379714
29.09,378978
29.1,378186
29.11,377339
29.12,376429
29.13,375522
29.14,374654
29.15,373739.9
29.16,372958
29.17,372127
29.18,371298
29.19,370550
29.2,369772
29.21,369001
29.22,368300
29.23,367584.4
29.24,366780
29.25,365999
29.26,365189
29.27,364376.5
29.28,363572.4
29.29,362742
29.3,361845
29.31,360896
29.32,359731.6
29.33,358497
29.34,357293
29.35,356193
29.36,355095
29.37,354112
29.38,353132.8
29.39,352103
29.4,351160
29.41,350198
29.42,349201
29.43,348308
29.44,347479
29.45,346693
29.46,345843
29.47,344998.8
29.48,344210
29.49,343501
29.5,342822
29.51,342184
29.52,341486
29.53,340825
29.54,340262.6
29.55,339631.2
29.56,338981
29.57,338309
29.58,337629
29.59,337013
29.6,336404
29.61,335862
29.62,335340
29.63,334808
29.64,334248
29.65,333718.5
29.66,333217
29.67,332744
29.68,332225
29.69,331757
29.7,331233
29.71,330693
29.72,330110
29.73,329459
29.74,328936
29.75,328310
29.76,327769
29.77,327333
29.78,326879
29.79,326490
29.8,326102
29.81,325721
29.82,325317
29.83,324915
29.84,324519
29.85,324108
29.86,323720
29.87,323289
29.88,322854
29.89,322425
29.9,322007
29.91,321536
29.92,321094
29.93,320636
29.94,320205
29.95,319772
29.96,319348
29.97,318881
29.98,318402
29.99,317958
30,317456
30.01,316903
30.02,316327
30.03,315855
30.04,315408
30.05,314960
30.06,314489
30.07,314033
30.08,313576
30.09,313103
30.1,312697
30.11,312269
30.12,311841
30.13,311334
30.14,310836
30.15,310324
30.16,309831
30.17,309292
30.18,308785
30.19,308286
30.2,307815
30.21,307390
30.22,307022
30.23,306645
30.24,306252
30.25,305849
30.26,305456
30.27,305043
30.28,304591
30.29,304107
30.3,303600
30.31,303108
30.32,302584
30.33,302070
30.34,301602
30.35,301126
30.36,300614
30.37,300123
30.38,299629
30.39,299146
30.4,298610
30.41,298050
30.42,297554
30.43,297104
30.44,296628
30.45,296176
30.46,295684
30.47,295181
30.48,294692
30.49,294205
30.5,293707
30.51,293223
30.52,292733
30.53,292225
30.54,291769
30.55,291356
30.56,290953
30.57,290544
30.58,290187
30.59,289792
30.6,289386
30.61,288992
30.62,288620
30.63,288238
30.64,287878
30.65,287496
30.66,287169
30.67,286818
30.68,286452
30.69,286125
30.7,285772
30.71,285413
30.72,285061
30.73,284711
30.74,284329
